escuela,direccion,barrio,seccion_nro,seccion_name,circuito_nro,circuito_name,cant_mesas,desde,hasta,electores,ciudad,provincia,pais,geo,Latitud,Longitud,Encontrado,Calidad,Origen
ESC M E H DE GONZALEZ ELIZALDE,RIO NEGRO S/N,B°ARGENTINO,12,PUNILLA,153,LA CUMBRE,6,5370,5375,2040,LA CUMBRE,Córdoba,Argentina,"RIO NEGRO S/N, LA CUMBRE, Córdoba, Argentina",-30.9851698,-64.5083492,"Río Negro, Córdoba, Argentina",Partial Match,Google
INSTITUTO GRAL SAN MARTIN,9 DE JULIO 564,,12,PUNILLA,153,LA CUMBRE,8,5376,5383,2713,LA CUMBRE,Córdoba,Argentina,"9 DE JULIO 564, LA CUMBRE, Córdoba, Argentina",-30.9837951,-64.4882278,"9 De Julio 564, Córdoba, Argentina",Partial Match,Google
ESC JOSEFA MARIA BUSTOS,ALBERDI 277,,12,PUNILLA,153,LA CUMBRE,7,5384,5390,2373,LA CUMBRE,Córdoba,Argentina,"ALBERDI 277, LA CUMBRE, Córdoba, Argentina",-30.9822291,-64.4907483,"Alberdi 277, Córdoba, Argentina",Partial Match,Google
ESC JOSE MARIA PAZ,HIPOLITO YRIGOYEN 431,B°SAN JORGE,12,PUNILLA,154,LA FALDA,7,5391,5397,2408,LA FALDA,Córdoba,Argentina,"HIPOLITO YRIGOYEN 431, LA FALDA, Córdoba, Argentina",-31.1038954,-64.4799092,"Hipólito Yrigoyen 431, La Falda, Córdoba, Argentina",Partial Match,Google
IPEM N°142 JOAQUIN V GONZALEZ,SAN GERONIMO Y LAS AMERICAS S/N,,12,PUNILLA,154,LA FALDA,11,5398,5408,3782,LA FALDA,Córdoba,Argentina,"SAN GERONIMO Y LAS AMERICAS S/N, LA FALDA, Córdoba, Argentina",-31.0981446,-64.4954639,"San Sebastián & San Geronimo, La Falda, Córdoba, Argentina",Partial Match,Google
ESC NICOLAS AVELLANEDA,PROGRESO 399,B°SANTA ROSA,12,PUNILLA,154,LA FALDA,7,5419,5425,2401,LA FALDA,Córdoba,Argentina,"PROGRESO 399, LA FALDA, Córdoba, Argentina",-31.0899236,-64.4933304,"Progreso 399, La Falda, Córdoba, Argentina",Partial Match,Google
ESC CARLOS NICANDRO PAZ,SAN MARTIN 255,,12,PUNILLA,156,VILLA CARLOS PAZ,17,5438,5454,5899,VILLA CARLOS PAZ,Córdoba,Argentina,"SAN MARTIN 255, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4198097,-64.497375,"Av. San Martín 255, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
ESC PRESIDENTE SARMIENTO,LOS GIGANTES S/N,B°M MUÑOZ,12,PUNILLA,156,VILLA CARLOS PAZ,12,5455,5466,4164,VILLA CARLOS PAZ,Córdoba,Argentina,"LOS GIGANTES S/N, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4352909,-64.5074183,"Los Gigantes, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
ESC ISLA DE LOS ESTADOS,LOS CEIBOS S/N,,12,PUNILLA,156,VILLA CARLOS PAZ,10,5467,5476,3464,VILLA CARLOS PAZ,Córdoba,Argentina,"LOS CEIBOS S/N, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4225996,-64.516314,"Los Ceibos, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
INST ALFONSINA STORNI(EX IESS),SOLIS 283,B° VILLA DOMINGUEZ,12,PUNILLA,156,VILLA CARLOS PAZ,21,5477,5497,7266,VILLA CARLOS PAZ,Córdoba,Argentina,"SOLIS 283, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4146287,-64.4905278,"Solís, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
INST R ESCALADA DE SAN MARTIN,ESTRADA Y ANTARTIDA,,12,PUNILLA,156,VILLA CARLOS PAZ,16,5513,5528,5536,VILLA CARLOS PAZ,Córdoba,Argentina,"ESTRADA Y ANTARTIDA, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4283717,-64.4918724,"F. Sánchez & Av. Estrada, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
ESC RICARDO BERNABE FERNANDEZ,LAS MARGARITAS 255-VA INDEPENDENCIA,,12,PUNILLA,156,VILLA CARLOS PAZ,8,5574,5581,2768,VILLA CARLOS PAZ,Córdoba,Argentina,"LAS MARGARITAS 255-VA INDEPENDENCIA, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4575761,-64.5054912,"Las Margaritas, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
ESC JOSE A ALVAREZ CONDARCO,IGUALDAD 199,B°SAN IGNACIO,12,PUNILLA,156,VILLA CARLOS PAZ,6,5582,5587,2076,VILLA CARLOS PAZ,Córdoba,Argentina,"IGUALDAD 199, VILLA CARLOS PAZ, Córdoba, Argentina",-31.4463011,-64.5105482,"Igualdad 199, Villa Carlos Paz, Córdoba, Argentina",Partial Match,Google
LOCAL COMUNAL,CUESTA BLANCA,,12,PUNILLA,156B,CUESTA BLANCA,2,5607,5608,477,CUESTA BLANCA,Córdoba,Argentina,"CUESTA BLANCA, CUESTA BLANCA, Córdoba, Argentina",-31.482222,-64.5725,"Cuesta Blanca, Córdoba, Argentina",Partial Match,Google
ESC DOMINGO FAUSTINO SARMIENTO,MARIANO MORENO 597,B°VILLA NUEVA,12,PUNILLA,158,TANTI,10,5653,5662,3431,TANTI,Córdoba,Argentina,"MARIANO MORENO 597, TANTI, Córdoba, Argentina",-31.3539311,-64.5904148,"Mariano Moreno, Tanti, Córdoba, Argentina",Partial Match,Google
IPEM N° 335,GOBERNADOR NUÑEZ 73,,12,PUNILLA,159,VALLE HERMOSO,8,5687,5694,2672,VALLE HERMOSO,Córdoba,Argentina,"GOBERNADOR NUÑEZ 73, VALLE HERMOSO, Córdoba, Argentina",-31.1214512,-64.4812553,"Gdor. Núñez, Valle Hermoso, Córdoba, Argentina",Partial Match,Google
INST.NTA.SRA. DEL CALVARIO,SAN MARTIN 12,,12,PUNILLA,159,VALLE HERMOSO,9,5695,5703,2999,VALLE HERMOSO,Córdoba,Argentina,"SAN MARTIN 12, VALLE HERMOSO, Córdoba, Argentina",-31.0941573,-64.4871208,"Diagonal San Martín 12, La Falda, Córdoba, Argentina",Partial Match,Google
INSTITUTO ADELIA MARIA,AV SAN MARTIN 1050,CENTRO,13,RIO CUARTO,161,ADELIA MARIA,11,5713,5723,3740,ADELIA MARIA,Córdoba,Argentina,"AV SAN MARTIN 1050, ADELIA MARIA, Córdoba, Argentina",-33.6360822,-64.0214593,"Av. San Martin, Córdoba, Argentina",Partial Match,Google
ESC GENERAL SAN MARTIN,SARMIENTO 98,CENTRO,13,RIO CUARTO,161,ADELIA MARIA,8,5724,5731,2713,ADELIA MARIA,Córdoba,Argentina,"SARMIENTO 98, ADELIA MARIA, Córdoba, Argentina",-33.6324742,-64.0169671,"Sarmiento, Córdoba, Argentina",Partial Match,Google
ESC JOSE MARIA PAZ,GRAL ROCA 643,,13,RIO CUARTO,162,ALCIRA,7,5732,5738,2422,ALCIRA,Córdoba,Argentina,"GRAL ROCA 643, ALCIRA, Córdoba, Argentina",-32.7587561,-64.3349284,"Bv. Roca, Alcira Gigena, Córdoba, Argentina",Partial Match,Google
ESC PROV BERNARDINO RIVADAVIA,VELEZ SARSFIELD 50,,13,RIO CUARTO,164,BAIGORRIA,6,5752,5757,1816,BAIGORRIA,Córdoba,Argentina,"VELEZ SARSFIELD 50, BAIGORRIA, Córdoba, Argentina",-32.8486073,-64.35798,"Velez Sarsfield, Córdoba, Argentina",Partial Match,Google
ESC VICTOR MERCANTE,FRAY MAMERTO ESQUIU 25,,13,RIO CUARTO,166,BERROTARAN,8,5847,5854,2696,BERROTARAN,Córdoba,Argentina,"FRAY MAMERTO ESQUIU 25, BERROTARAN, Córdoba, Argentina",-32.4554844,-64.389398,"Fray Mamerto Esquiú, Berrotarán, Córdoba, Argentina",Partial Match,Google
INSTITUTO PARROQ.BERROTARAN,AQUINO ARGUELLO ARDILES 203,,13,RIO CUARTO,166,BERROTARAN,11,5855,5865,3697,BERROTARAN,Córdoba,Argentina,"AQUINO ARGUELLO ARDILES 203, BERROTARAN, Córdoba, Argentina",-32.4519729,-64.3952172,"Mons.Aquilino Argüello Ardiles, Berrotarán, Córdoba, Argentina",Partial Match,Google
ESC PROV GRAL J DE SAN MARTIN,BV CORDOBA S/N,,13,RIO CUARTO,168,CHAJAN,3,5870,5872,801,CHAJAN,Córdoba,Argentina,"BV CORDOBA S/N, CHAJAN, Córdoba, Argentina",-33.5567087,-65.0022855,"Cordoba, Córdoba, Argentina",Partial Match,Google
ESC SUBTTE RODOLFO H BERDINA,AV SAN MARTIN S/N,,13,RIO CUARTO,169,CHUCUL,2,5873,5874,431,CHUCUL,Córdoba,Argentina,"AV SAN MARTIN S/N, CHUCUL, Córdoba, Argentina",-32.9911,-64.1430188,"Avenida Gral San Martin, Córdoba, Argentina",Partial Match,Google
ESC PROV JOSE DE SAN MARTIN,RUTA NACIONAL 36 KM 614 S/N,,13,RIO CUARTO,171,ESPINILLO,1,5884,5884,163,ESPINILLO,Córdoba,Argentina,"RUTA NACIONAL 36 KM 614 S/N, ESPINILLO, Córdoba, Argentina",-31.465501,-64.2027812,"RN36, Córdoba, Argentina",Partial Match,Google
ESC JOSE DE SAN MARTIN,CALLE PUBLICA,,13,RIO CUARTO,173,LA ARGENTINA,1,5901,5901,9,LA ARGENTINA,Córdoba,Argentina,"CALLE PUBLICA, LA ARGENTINA, Córdoba, Argentina",-31.379657,-64.1296731,"Calle Publica, Córdoba, Argentina",Partial Match,Google
ESC PROV JOSE DE SAN MARTIN,SAN MARTIN S/N,,13,RIO CUARTO,174,LA CAUTIVA,3,5902,5904,782,LA CAUTIVA,Córdoba,Argentina,"SAN MARTIN S/N, LA CAUTIVA, Córdoba, Argentina",-33.9799067,-64.082607,"Avenida San Martín, Córdoba, Argentina",Partial Match,Google
ESC R ESCALADA DE SAN MARTIN,LA INVERNDA,,13,RIO CUARTO,176,LA INVERNADA,1,5906,5906,74,LA INVERNADA,Córdoba,Argentina,"LA INVERNDA, LA INVERNADA, Córdoba, Argentina",-31.0283408,-64.4712426,"Camino de los Artesanos, Villa Giardino, 5176 Villa Giardino, Córdoba, Argentina",Partial Match,Google
ESC JORGE ALEHANDRO NEWBERY,ESPAÑA 36,,13,RIO CUARTO,179,LAS HIGUERAS,13,5919,5931,4329,LAS HIGUERAS,Córdoba,Argentina,"ESPAÑA 36, LAS HIGUERAS, Córdoba, Argentina",-33.0897045,-64.2879026,"Calle España 36, Río Cuarto, Córdoba, Argentina",Partial Match,Google
JARD INF JORGE A NEWBERY - ESPAÑA - B° SAN MARTIN 86,ESPAÑA,,13,RIO CUARTO,179,LAS HIGUERAS,4,5932,5935,1332,LAS HIGUERAS,Córdoba,Argentina,"ESPAÑA, LAS HIGUERAS, Córdoba, Argentina",-33.0881387,-64.2855895,"Calle España, Río Cuarto, Córdoba, Argentina",Partial Match,Google
ESC CAP DE FRAGATA MOYANO,JULIANA GARCIA PUBLILL 560,,13,RIO CUARTO,182,LAS VERTIENTES,3,5942,5944,931,LAS VERTIENTES,Córdoba,Argentina,"JULIANA GARCIA PUBLILL 560, LAS VERTIENTES, Córdoba, Argentina",-33.2824714,-64.5793963,"Juliana Garcia Pubill, Córdoba, Argentina",Partial Match,Google
ESC GRAL NAPOLEON URIBURU,GENERAL SAN MARTIN 318,CENTRO,13,RIO CUARTO,183,VICUÑA MACKENNA,10,5963,5972,3350,VICUÑA MACKENNA,Córdoba,Argentina,"GENERAL SAN MARTIN 318, VICUÑA MACKENNA, Córdoba, Argentina",-33.9153994,-64.3935662,"Libertador Gral. San Martín 318, X6140CLH Vicuña Mackenna, Córdoba, Argentina",Partial Match,Google
INST SAN BUENAVENTURA,SAN MARTIN 250,,13,RIO CUARTO,188,RIO CUARTO,12,6103,6114,4164,RIO CUARTO,Córdoba,Argentina,"SAN MARTIN 250, RIO CUARTO, Córdoba, Argentina",-33.1227227,-64.3507804,"Av. Ldor. Gral. San Martin 250, X5800 Río Cuarto, Córdoba, Argentina",Partial Match,Google
INST JUAN BAUTISTA ALBERDI,BV LORENZO BERARDO 325,NORTE,13,RIO CUARTO,191,SAN BASILIO,4,6324,6327,1358,SAN BASILIO,Córdoba,Argentina,"BV LORENZO BERARDO 325, SAN BASILIO, Córdoba, Argentina",-33.497064,-64.3216401,"Avenida Lorenzo Bernardo, Córdoba, Argentina",Partial Match,Google
ESC JOSE DE SAN MARTIN,BELGRANO 121,,13,RIO CUARTO,191,SAN BASILIO,6,6328,6333,2034,SAN BASILIO,Córdoba,Argentina,"BELGRANO 121, SAN BASILIO, Córdoba, Argentina",-33.4976805,-64.3116439,"Manuel Belgrano, Córdoba, Argentina",Partial Match,Google
